,total_count,date
7181,2599,2016-01-05
5691,2270,2016-01-05
8138,3610,2016-01-05
271,6489,2016-01-05
2089,632,2016-01-07
1276,2528,2016-01-12
2113,43090,2016-01-12
8101,5881,2016-01-12
11825,4790,2016-01-12
6712,23538,2016-01-12
5101,11880,2016-01-12
1374,3506,2016-01-12
13608,26595,2016-01-12
9761,4439,2016-01-12
9406,11805,2016-01-12
3773,4874,2016-01-12
13017,4277,2016-01-12
1291,3535,2016-01-12
10620,3779,2016-01-12
1000,18591,2016-01-12
1101,11952,2016-01-12
1091,12893,2016-01-12
3230,5292,2016-01-12
8839,18324,2016-01-12
6699,16781,2016-01-12
8124,11743,2016-01-12
1566,7251,2016-01-12
13010,4456,2016-01-12
1257,5164,2016-01-12
5367,12827,2016-01-12
6706,16858,2016-01-14
6670,6218,2016-01-14
8082,23783,2016-01-14
4414,2673,2016-01-14
10122,18633,2016-01-14
6726,8902,2016-01-14
7776,10737,2016-01-14
1074,12232,2016-01-14
10130,18364,2016-01-19
9186,4269,2016-01-19
1022,6070,2016-01-19
13353,2345,2016-01-20
1258,4250,2016-01-21
7971,19550,2016-01-21
1551,21104,2016-01-28
2979,9419,2016-01-28
8278,11426,2016-01-28
2224,16858,2016-02-02
6396,3997,2016-02-02
10590,23211,2016-02-02
2177,21626,2016-02-02
1861,3553,2016-02-02
2196,6300,2016-02-02
2190,23374,2016-02-02
11627,10298,2016-02-02
2915,32804,2016-02-02
3363,26985,2016-02-02
3468,14878,2016-02-02
8190,5357,2016-02-02
2679,7542,2016-02-02
12319,1994,2016-02-03
4512,5247,2016-02-03
6684,12089,2016-02-03
3476,17914,2016-02-16
6465,15964,2016-02-16
13235,15023,2016-02-16
10774,21253,2016-02-16
2639,7889,2016-02-16
3399,37393,2016-02-23
5178,3594,2016-02-23
10502,27566,2016-02-25
8252,7638,2016-03-01
6785,10276,2016-03-01
1887,7531,2016-03-01
5440,22549,2016-03-01
10210,19352,2016-03-01
6130,25749,2016-03-01
10383,15906,2016-03-01
4968,6878,2016-03-01
4963,5768,2016-03-01
23,3474,2016-03-01
1893,7935,2016-03-01
7588,17223,2016-03-01
5983,6651,2016-03-01
12801,11628,2016-03-01
3935,4994,2016-03-01
350,11527,2016-03-01
4864,39916,2016-03-01
1739,10399,2016-03-01
9625,28516,2016-03-02
10983,5160,2016-03-02
13308,5977,2016-03-02
5429,4402,2016-03-02
12817,18431,2016-03-03
210,7422,2016-03-10
393,37557,2016-03-10
8287,5251,2016-03-16
12432,2896,2016-03-16
11082,9924,2016-03-22
9825,4114,2016-03-22
12343,3733,2016-03-22
7670,4414,2016-03-29
12932,3852,2016-03-29
12349,24256,2016-03-29
4858,21108,2016-03-29
7921,5207,2016-03-29
7911,6258,2016-03-29
1328,15259,2016-03-30
13,25715,2016-03-30
4103,3117,2016-03-30
270,7747,2016-03-30
644,3348,2016-03-30
7669,7174,2016-03-30
1765,10080,2016-03-30
3923,3662,2016-03-30
7211,15291,2016-03-30
12353,24323,2016-03-30
12871,10111,2016-03-30
1918,5894,2016-03-30
12910,12147,2016-03-30
12655,19516,2016-04-05
5580,48824,2016-04-05
1323,14547,2016-04-05
9662,3240,2016-04-05
1322,14547,2016-04-05
1756,11211,2016-04-05
5354,4747,2016-04-05
7596,30475,2016-04-06
6792,16600,2016-04-06
377,18672,2016-04-06
286,8391,2016-04-06
6761,3708,2016-04-06
96,4130,2016-04-06
54,5783,2016-04-06
10954,3788,2016-04-06
6974,5720,2016-04-06
6964,6738,2016-04-06
8715,13194,2016-04-06
223,13512,2016-04-06
7456,38446,2016-04-07
5018,38546,2016-04-07
10758,28161,2016-04-07
8105,16554,2016-04-14
8127,17824,2016-04-14
10759,22203,2016-04-19
13041,13953,2016-04-28
13148,3673,2016-04-28
5060,22028,2016-04-28
13260,10997,2016-05-03
12109,2838,2016-05-03
9501,14817,2016-05-03
6753,5449,2016-05-03
865,2958,2016-05-03
1559,4705,2016-05-03
3344,8417,2016-05-03
6457,6275,2016-05-03
13253,10870,2016-05-04
12987,5097,2016-05-04
5389,8889,2016-05-05
12664,22132,2016-05-05
1430,8185,2016-05-05
8773,19961,2016-05-05
4756,22269,2016-05-05
1203,23936,2016-05-10
1448,1182,2016-05-10
3971,1350,2016-05-10
8864,914,2016-05-10
9803,2468,2016-05-10
5379,1055,2016-05-10
10035,7983,2016-05-10
10204,14179,2016-05-10
4525,3094,2016-05-10
1612,3950,2016-05-10
13164,16769,2016-05-10
5232,7075,2016-05-11
12569,6933,2016-05-11
8799,26792,2016-05-11
8764,3687,2016-05-11
11360,8450,2016-05-11
5587,59210,2016-05-11
1606,4087,2016-05-11
5562,49773,2016-05-11
5575,40462,2016-05-11
13643,6651,2016-05-11
5221,13097,2016-05-12
12787,28866,2016-05-12
1159,20388,2016-05-12
1017,3901,2016-05-12
4811,24164,2016-05-12
12716,21344,2016-05-12
6548,34007,2016-05-12
12754,24425,2016-05-12
1195,24070,2016-05-12
3304,2004,2016-05-13
3342,18977,2016-05-17
8909,46187,2016-05-17
10798,14885,2016-05-18
8917,16732,2016-05-19
1614,7333,2016-05-19
1552,21284,2016-05-26
4852,25773,2016-05-26
9649,19788,2016-05-26
3012,6793,2016-05-26
2990,11933,2016-05-26
11365,7353,2016-05-26
8853,6495,2016-05-26
3345,21172,2016-05-26
13367,9160,2016-05-26
4057,10248,2016-05-26
4045,24550,2016-05-26
9958,15590,2016-06-08
2736,8673,2016-06-08
13209,5972,2016-06-08
12209,22161,2016-06-08
13189,2674,2016-06-08
3220,5725,2016-06-08
13316,6304,2016-06-08
13432,24284,2016-06-08
1938,6189,2016-06-08
13421,26356,2016-06-08
5487,2479,2016-06-09
7639,1736,2016-06-09
5492,8786,2016-06-09
13427,22354,2016-06-09
13426,21520,2016-06-09
6321,2892,2016-06-09
12325,24712,2016-06-09
13439,19618,2016-06-09
13466,30826,2016-06-09
1933,7504,2016-06-09
2115,24360,2016-06-16
6200,5859,2016-06-16
10030,47255,2016-06-16
9302,76673,2016-06-16
9294,20304,2016-06-16
12238,1070,2016-06-16
4660,3271,2016-06-16
11335,5797,2016-06-16
9552,37930,2016-06-16
10013,13888,2016-06-16
7262,10954,2016-06-16
7630,7868,2016-06-16
7887,14162,2016-06-16
13327,25291,2016-06-16
8379,27156,2016-06-16
8940,4447,2016-06-16
7153,6698,2016-06-16
11617,2809,2016-06-23
3463,13422,2016-06-23
12522,8875,2016-06-23
7063,14977,2016-06-28
13376,19473,2016-06-28
5597,6363,2016-06-28
12093,7031,2016-06-28
11864,1462,2016-06-29
8964,7161,2016-06-29
12296,14317,2016-06-29
10015,13501,2016-06-29
10660,1541,2016-06-29
9751,12133,2016-06-29
12284,19608,2016-06-29
10001,7086,2016-06-29
6208,12838,2016-06-29
6209,4634,2016-06-29
13462,14629,2016-06-29
10828,1771,2016-06-29
3592,17816,2016-06-30
10482,5740,2016-06-30
13204,10219,2016-06-30
4727,7894,2016-06-30
4445,3269,2016-06-30
10452,4647,2016-06-30
3184,5824,2016-06-30
11571,14261,2016-06-30
3575,11230,2016-06-30
12182,1838,2016-06-30
13451,29888,2016-06-30
5744,24375,2016-07-14
6975,5813,2016-07-14
4576,3712,2016-07-14
7512,5407,2016-07-14
6965,6793,2016-07-14
7493,9133,2016-07-14
6109,39765,2016-07-14
13068,4767,2016-07-20
7425,40660,2016-07-20
7417,50006,2016-07-20
5265,17063,2016-07-20
12443,27449,2016-07-25
10741,1711,2016-07-26
11719,6066,2016-07-26
13288,35301,2016-07-26
9445,10824,2016-07-26
12230,33116,2016-07-26
13269,53098,2016-07-26
3952,1289,2016-07-26
6900,3552,2016-07-26
13305,5353,2016-07-26
5300,3520,2016-07-26
13272,32852,2016-07-27
5900,43771,2016-07-27
2026,30586,2016-07-27
11713,41109,2016-07-27
7935,2648,2016-07-27
10694,8464,2016-07-27
7344,3808,2016-07-28
3527,7312,2016-07-28
7380,17255,2016-07-28
5718,18999,2016-07-28
7442,51344,2016-07-28
8678,18621,2016-07-28
5476,17552,2016-07-28
8724,17563,2016-07-28
10690,3310,2016-07-28
11013,9420,2016-07-28
9309,3903,2016-07-28
12371,1230,2016-08-03
1971,32317,2016-08-04
9359,3047,2016-08-04
13396,32461,2016-08-04
12370,3042,2016-08-04
9407,11381,2016-08-04
4670,6201,2016-08-04
4846,21193,2016-08-04
7806,1034,2016-08-09
2977,33612,2016-08-09
10792,9393,2016-08-09
7807,900,2016-08-09
6627,11075,2016-08-09
6626,10960,2016-08-09
8673,16999,2016-08-09
5534,39478,2016-08-09
1924,11537,2016-08-10
2595,9303,2016-08-10
2599,8934,2016-08-10
8091,10998,2016-08-10
919,2080,2016-08-10
9409,11217,2016-08-10
528,4064,2016-08-10
527,2402,2016-08-10
6540,17342,2016-08-10
4403,1554,2016-08-11
4401,2101,2016-08-11
6462,3625,2016-08-18
12183,1687,2016-08-18
10365,15068,2016-08-19
13178,15431,2016-08-24
11923,18585,2016-08-24
11919,19055,2016-08-24
2407,18592,2016-08-24
7860,8914,2016-08-24
6472,10469,2016-08-24
3430,41882,2016-08-24
13165,15962,2016-08-24
13499,5767,2016-08-25
13520,4029,2016-08-25
13510,5119,2016-08-25
2398,21791,2016-08-25
8581,52411,2016-08-30
8416,58935,2016-08-30
9931,7346,2016-08-30
8588,53223,2016-08-30
8451,49828,2016-08-30
2403,21980,2016-08-30
8551,51280,2016-08-30
8481,32749,2016-08-31
7290,16143,2016-08-31
8616,17224,2016-08-31
9322,16144,2016-08-31
2359,16767,2016-08-31
2458,12753,2016-08-31
8572,51460,2016-08-31
7323,16057,2016-08-31
1471,25391,2016-09-06
2045,35532,2016-09-06
7113,17484,2016-09-06
9238,10558,2016-09-06
9234,18256,2016-09-06
9230,12873,2016-09-06
7067,22672,2016-09-06
4209,20980,2016-09-06
7074,23667,2016-09-06
6902,2874,2016-09-06
3908,50578,2016-09-07
2039,35050,2016-09-07
1476,26061,2016-09-07
1966,58950,2016-09-07
9197,12883,2016-09-07
1463,27797,2016-09-07
3895,29336,2016-09-08
11094,4115,2016-09-08
4166,7679,2016-09-08
4222,11884,2016-09-08
2060,50375,2016-09-08
2000,22568,2016-09-08
11254,7976,2016-09-08
12320,1867,2016-09-13
1491,25555,2016-09-13
13354,1714,2016-09-13
12570,6713,2016-09-15
1946,5408,2016-09-15
2973,8372,2016-09-15
4402,1299,2016-09-15
1947,3937,2016-09-15
4400,1812,2016-09-15
8759,7020,2016-09-15
13056,19616,2016-09-17
13057,16131,2016-09-18
7450,6674,2016-09-20
7033,22858,2016-09-20
7032,8707,2016-09-20
6066,7673,2016-09-21
8301,19207,2016-09-21
7451,6328,2016-09-21
5570,35052,2016-09-21
12100,7675,2016-09-21
7040,11749,2016-09-22
4984,4635,2016-09-22
9878,3394,2016-09-22
4978,4299,2016-09-22
3879,31570,2016-09-22
4382,8050,2016-09-22
11447,10442,2016-09-22
7452,7185,2016-09-22
11090,4510,2016-09-22
1699,5681,2016-09-22
8312,6585,2016-09-22
11244,13349,2016-09-27
2908,10988,2016-09-27
3017,7090,2016-09-27
10720,27686,2016-09-27
8819,12100,2016-09-28
2877,14465,2016-09-28
1500,14828,2016-09-28
9212,4965,2016-09-28
1481,52257,2016-09-28
9211,8350,2016-09-28
2347,6072,2016-09-28
11476,10337,2016-09-28
11480,8659,2016-09-29
11199,14158,2016-09-29
1772,6523,2016-09-29
4639,4754,2016-09-29
3880,10295,2016-09-29
11501,12033,2016-09-29
6360,12693,2016-09-29
13156,4112,2016-09-29
12395,23910,2016-09-29
10994,19567,2016-09-29
2068,33963,2016-09-29
8815,13960,2016-09-29
6364,13419,2016-09-29
3241,3373,2016-09-29
11192,5017,2016-09-29
1641,3413,2016-09-29
11219,5090,2016-09-29
5171,2179,2016-10-04
7195,3661,2016-10-04
2578,11064,2016-10-04
2621,16089,2016-10-04
4682,2133,2016-10-04
4690,3547,2016-10-04
684,8574,2016-10-04
409,5275,2016-10-04
406,5830,2016-10-04
829,5346,2016-10-04
8054,11132,2016-10-05
328,7607,2016-10-05
469,11862,2016-10-05
701,6310,2016-10-05
2594,9830,2016-10-05
675,7519,2016-10-05
6663,6360,2016-10-05
2643,8260,2016-10-06
8046,9681,2016-10-06
7952,7465,2016-10-06
5676,11030,2016-10-06
11262,1377,2016-10-06
8063,9761,2016-10-06
624,12363,2016-10-06
6655,6651,2016-10-06
8059,9798,2016-10-06
3661,14104,2016-10-06
2700,8432,2016-10-06
2590,11128,2016-10-06
816,6394,2016-10-06
499,16072,2016-10-06
10903,13127,2016-10-11
9299,9661,2016-10-11
9954,12104,2016-10-11
2647,15712,2016-10-12
3657,6586,2016-10-12
4307,5985,2016-10-13
11736,10826,2016-10-16
2890,7925,2016-10-19
4188,20305,2016-10-19
6241,20035,2016-10-20
5625,4499,2016-10-20
1693,8145,2016-10-20
874,11759,2016-10-20
189,10923,2016-10-20
2894,16938,2016-10-20
11223,18048,2016-10-20
372,4676,2016-10-20
252,8098,2016-10-20
6355,10177,2016-10-20
6288,5896,2016-10-20
6267,20689,2016-10-20
8020,11957,2016-10-20
5650,13960,2016-10-20
165,13209,2016-10-25
238,11703,2016-10-25
706,16206,2016-10-25
160,9333,2016-10-25
480,9224,2016-10-25
544,10590,2016-10-25
648,9343,2016-10-25
140,7159,2016-10-25
627,6288,2016-10-25
473,12930,2016-10-25
226,11670,2016-10-25
146,8196,2016-10-25
5601,14627,2016-10-25
611,11978,2016-10-25
5663,13174,2016-10-26
12106,4004,2016-10-26
7782,9721,2016-10-26
2638,10002,2016-10-26
5667,11895,2016-10-27
5139,7690,2016-10-27
5149,11951,2016-10-27
2573,11983,2016-10-27
4693,4378,2016-10-27
2603,9215,2016-10-27
669,6028,2016-11-03
691,8359,2016-11-03
9678,18583,2016-11-03
9385,12495,2016-11-03
9033,15178,2016-11-08
13049,7670,2016-11-08
5519,40610,2016-11-08
8333,24454,2016-11-08
9024,15700,2016-11-08
6868,4641,2016-11-08
5003,1537,2016-11-09
5002,2257,2016-11-09
5596,22557,2016-11-09
7732,21944,2016-11-09
12310,22310,2016-11-09
516,10098,2016-11-15
9134,1776,2016-11-15
12622,20722,2016-11-15
12264,4065,2016-11-15
9154,4297,2016-11-16
5844,28594,2016-11-16
11080,3003,2016-11-16
8988,11887,2016-11-16
7659,7520,2016-11-16
8968,5602,2016-11-16
9122,13661,2016-11-16
1370,2585,2016-11-16
6175,3676,2016-11-16
8353,21162,2016-11-16
9126,12252,2016-11-16
1816,5176,2016-11-16
3832,26376,2016-11-16
1395,4084,2016-11-16
8330,4498,2016-11-16
8983,17706,2016-11-16
3835,36446,2016-11-16
9008,11608,2016-11-17
6061,3274,2016-11-17
9099,9912,2016-11-17
3870,17264,2016-11-17
1708,5341,2016-11-17
9353,13841,2016-11-17
7750,3005,2016-11-17
1712,6801,2016-11-17
7238,7538,2016-11-29
3807,28872,2016-11-29
3804,26816,2016-11-29
9826,5473,2016-11-29
9602,16325,2016-11-29
1798,3102,2016-11-29
7737,14382,2016-11-29
1704,3568,2016-11-29
1787,6473,2016-11-29
1775,4918,2016-11-29
9115,5470,2016-11-29
5868,20988,2016-11-29
8175,10204,2016-11-29
2148,5908,2016-11-29
2145,4553,2016-11-29
4130,4869,2016-11-29
5863,19416,2016-11-29
10906,14982,2016-11-30
5879,24986,2016-11-30
10910,10437,2016-11-30
10914,16200,2016-11-30
3703,2535,2016-11-30
3687,5553,2016-11-30
5888,19843,2016-11-30
5800,32680,2016-11-30
5398,6341,2016-11-30
9078,9049,2016-11-30
4569,7149,2016-11-30
5325,11524,2016-11-30
9094,7382,2016-11-30
10893,17608,2016-11-30
6052,13084,2016-11-30
6038,19211,2016-11-30
4553,8204,2016-11-30
7429,45149,2016-11-30
2796,3454,2016-12-01
2297,9232,2016-12-01
11427,24750,2016-12-01
4365,17353,2016-12-01
1849,4525,2016-12-01
11420,15095,2016-12-01
13576,12808,2016-12-06
4362,10791,2016-12-06
4656,7032,2016-12-06
2322,5904,2016-12-06
2316,11049,2016-12-06
9837,5112,2016-12-06
10287,4978,2016-12-07
11842,16743,2016-12-07
11775,2333,2016-12-08
11784,3767,2016-12-08
9856,8491,2016-12-08
13034,1013,2016-12-08
11506,5808,2016-12-08
1510,6638,2016-12-08
1529,6737,2016-12-08
9831,5003,2016-12-08
4254,27005,2016-12-13
4259,29497,2016-12-13
12409,11781,2016-12-13
11549,1351,2016-12-13
11519,5346,2016-12-13
11540,22619,2016-12-13
10076,19553,2016-12-13
2282,12286,2016-12-13
4519,8122,2016-12-13
6514,6831,2016-12-13
9819,8949,2016-12-13
12369,2959,2016-12-13
6510,8041,2016-12-14
10072,19903,2016-12-14
7962,23928,2016-12-15
8948,2347,2016-12-15
2130,6847,2017-01-11
1096,10714,2017-01-11
7978,19215,2017-01-11
954,3414,2017-01-11
5068,26203,2017-01-11
8137,11461,2017-01-11
8327,5743,2017-01-11
1239,6378,2017-01-11
6717,19189,2017-01-11
11388,5545,2017-01-12
11806,7069,2017-01-12
1058,12151,2017-01-12
945,3585,2017-01-12
9419,12030,2017-01-12
1571,3304,2017-01-18
6735,22743,2017-01-18
6694,20209,2017-01-18
10630,2443,2017-01-18
1252,3468,2017-01-18
5086,11652,2017-01-18
2542,4156,2017-01-18
12954,8813,2017-01-18
9700,8763,2017-01-18
995,18105,2017-01-31
6721,12157,2017-01-31
1222,4282,2017-01-31
12258,2640,2017-01-31
8095,11126,2017-01-31
7803,5294,2017-02-02
7802,5404,2017-02-02
7566,8168,2017-02-07
10756,21934,2017-02-08
10129,18256,2017-02-08
10339,4106,2017-02-08
11650,7751,2017-02-08
11730,2983,2017-02-08
10849,3074,2017-02-08
1825,4715,2017-02-08
1365,4300,2017-02-08
13572,4875,2017-02-08
10520,21049,2017-02-09
1379,2839,2017-02-09
2253,4168,2017-02-09
13231,13946,2017-02-09
13223,14814,2017-02-15
6873,6681,2017-02-15
2087,1039,2017-02-15
10327,1881,2017-02-15
11659,13569,2017-02-15
8200,6541,2017-02-15
13236,15257,2017-02-15
10490,21591,2017-02-15
12134,8022,2017-02-15
12242,2191,2017-02-15
13665,9537,2017-02-15
13038,6623,2017-02-15
11616,2384,2017-02-15
1844,3853,2017-02-15
9744,5706,2017-02-15
13660,7300,2017-02-15
10778,45527,2017-02-15
3343,16074,2017-02-28
13669,7890,2017-02-28
2374,16679,2017-02-28
11269,5344,2017-02-28
4640,4256,2017-02-28
10812,26213,2017-02-28
3389,24179,2017-02-28
10307,15623,2017-02-28
3383,9556,2017-02-28
10784,14058,2017-02-28
12591,8117,2017-02-28
2183,19730,2017-02-28
12055,13509,2017-02-28
2233,17055,2017-02-28
3360,23422,2017-02-28
6439,11479,2017-02-28
3393,7762,2017-02-28
11952,4552,2017-02-28
1875,2822,2017-02-28
11655,20120,2017-03-01
12068,3591,2017-03-01
10638,36252,2017-03-01
4700,5213,2017-03-01
12315,31407,2017-03-01
10937,10646,2017-03-07
10279,3679,2017-03-07
12889,10053,2017-03-07
8240,3423,2017-03-07
12881,5779,2017-03-07
10929,6954,2017-03-07
11057,10126,2017-03-07
12920,2975,2017-03-07
5459,8029,2017-03-07
794,8849,2017-03-07
299,11257,2017-03-08
4947,4192,2017-03-08
10923,20911,2017-03-15
6802,24058,2017-03-15
7448,3246,2017-03-15
77,5547,2017-03-15
6596,4160,2017-03-15
12974,7685,2017-03-15
13619,7198,2017-03-15
12415,13612,2017-03-15
7187,3157,2017-03-16
7175,3222,2017-03-16
7200,5433,2017-03-16
7602,27410,2017-03-16
10318,9086,2017-03-28
3216,4242,2017-04-19
3420,23283,2017-04-25
13661,10214,2017-04-25
3406,865,2017-04-25
2925,45686,2017-04-25
2920,49878,2017-04-26
5926,17716,2017-04-27
13672,1431,2017-04-27
10089,47325,2017-05-03
563,4848,2017-05-03
11539,20890,2017-05-03
11812,7912,2017-05-03
13585,2713,2017-05-03
10063,44348,2017-05-03
562,901,2017-05-03
10085,73584,2017-05-03
11544,37102,2017-05-03
13298,12613,2017-05-04
9020,17945,2017-05-04
4776,21585,2017-05-11
4800,22198,2017-05-11
1599,1580,2017-05-11
1793,771,2017-05-11
13673,543,2017-05-25
545,8005,2017-07-26
12861,13513,2017-07-26
13344,2859,2017-07-26
10198,14274,2017-07-27
11049,7526,2017-07-27
11635,50731,2017-07-27
7039,7103,2017-07-27
7037,3156,2017-07-27
4369,9789,2017-07-27
13343,21795,2017-07-27
4665,2468,2017-07-27
8896,23761,2017-07-27
11050,4819,2017-07-27
11611,11536,2017-07-27
576,3702,2017-07-27
11612,4779,2017-08-01
11631,59976,2017-08-01
13195,7405,2017-08-22
5884,19047,2017-08-22
9944,7646,2017-09-12
13529,7494,2017-09-12
9945,7646,2017-09-12
13528,7494,2017-09-12
5956,7139,2017-09-13
10263,5322,2017-09-13
6159,4538,2017-09-13
5408,5590,2017-09-13
5783,9181,2017-09-13
8431,57844,2017-09-13
13492,2547,2017-09-13
13534,19697,2017-09-13
13514,8677,2017-09-13
2425,29290,2017-09-13
8497,79768,2017-09-14
3610,3648,2017-09-19
10648,44317,2017-09-19
13166,17569,2017-09-19
842,4698,2017-09-19
9517,5281,2017-09-26
2768,3240,2017-09-26
10835,8703,2017-09-26
13052,26404,2017-09-26
8539,4285,2017-09-26
11935,14059,2017-09-26
11559,4450,2017-09-26
3065,16756,2017-09-26
9949,17212,2017-09-26
6421,6755,2017-09-26
12969,8647,2017-09-26
8456,48274,2017-09-26
10251,3633,2017-09-26
3106,18114,2017-09-26
9347,3047,2017-09-26
2369,24321,2017-09-27
13479,4445,2017-09-27
10247,7590,2017-09-27
8489,43173,2017-09-27
3076,26126,2017-09-27
3083,22810,2017-09-27
8446,50322,2017-09-27
8493,58919,2017-09-27
9726,4872,2017-09-27
1391,15253,2017-09-28
8976,10228,2017-09-28
3099,20605,2017-09-28
2771,11351,2017-09-28
2775,14042,2017-09-28
12516,4627,2017-09-28
5422,8430,2017-09-28
3515,12238,2017-09-28
3111,9759,2017-09-28
7157,3990,2017-09-28
2738,5575,2017-10-17
2443,35609,2017-10-18
3690,2812,2017-10-18
8430,54112,2017-10-18
4989,2831,2017-10-18
6981,7862,2017-10-18
11200,15086,2017-10-18
1485,29145,2017-10-18
7127,18907,2017-10-18
1387,11905,2017-10-18
6401,4547,2017-10-18
3497,13216,2017-10-18
13053,39365,2017-10-18
13055,21492,2017-10-18
12428,3299,2017-10-18
1503,24903,2017-10-18
11315,320,2017-10-18
8209,3514,2017-10-18
4634,8549,2017-10-18
12529,6874,2017-10-18
3408,18246,2017-10-24
5335,7572,2017-10-25
8307,10469,2017-10-25
8612,15558,2017-10-25
6368,11803,2017-10-26
7100,26777,2017-10-26
3249,11666,2017-10-26
2899,4886,2017-10-26
9882,2468,2017-10-26
2883,18180,2017-10-26
1495,19423,2017-11-07
4357,3092,2017-11-07
2169,7357,2017-11-29
3201,4127,2017-11-29
11239,18064,2017-11-29
6190,3400,2017-11-29
8295,19040,2017-11-29
3742,4896,2017-11-29
7133,26256,2017-11-29
